Poblacion,Estado,Tipo,Concesionario,Distintivo,Banda,Frecuencia,Potencia W,Inicio,Fin,Latitud,Longitud,Altura,
TENOSIQUE,TAB.,(P)*,GOBIERNO DEL ESTADO DE TABASCO,XHTQE,FM,102.9,15000,01/11/11,31/10/23,172821,912536,20,
VILLA LA VENTA,TAB.,(P)*,GOBIERNO DEL ESTADO DE TABASCO,XHVET,FM,90.5,25000,01/11/11,31/10/23,180548,940245,18,
VILLAHERMOSA,TAB.,(C)**,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHHGR,FM,94.1,25000,04/07/04,03/07/16,175921,925541,9,
VILLAHERMOSA,TAB.,(C)**,"RADIO PROMOTORA DE TABASCO, S.A. DE C.V.",XHEPAR,FM,101.5,25000,08/06/08,07/06/20,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"COMUNICACIONES GRIJALVA, S.A. DE C.V.",XHJAP,FM,90.9,100000,17/11/07,16/11/19,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"RADIO DINÁMICA DEL SURESTE, S.A. DE C.V.  ",XHKV,FM,88.5,2747,Es frecuencia adicional de la XEKV-AM,,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"ESTÉREO SISTEMA, S.A.",XHLI,FM,98.3,9300,23/09/07,22/09/19,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHOP,FM,96.5,50050,31/08/09,30/08/19,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHSAT,FM,90.1,15000,06/06/13,07/06/25,175921,925541,9,
VILLAHERMOSA,TAB.,(C)**,"LA VOZ DE TABASCO, S.A. DE C.V.",XHTAB,FM,95.7,25000,04/07/04,03/07/16,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"RADIO TEPONAZTLI, S.A.",XHTR,FM,92.5,14490,26/02/06,25/02/18,175921,925541,9,
VILLAHERMOSA,TAB.,(P),UNIVERSIDAD TECNOLÓGICA DE TABASCO,XHUTT,FM,102.5,181,19/12/12,18/12/24,175921,925541,9,
VILLAHERMOSA,TAB.,(C)**,"RADIO TABASCO, S.A.",XHVA,FM,91.7,25000,04/07/04,03/07/16,175921,925541,9,
VILLAHERMOSA,TAB.,(C)**,"JASZ RADIO, S.A. DE C.V.",XHVT,FM,104.1,25000,04/07/04,03/07/16,175921,925541,9,
VILLAHERMOSA,TAB.,(P),GOBIERNO DEL ESTADO DE TABASCO,XHTVH,FM,94.9,50000,29/10/98,R,175921,925541,9,
VILLAHERMOSA,TAB.,(C),"SÚPER STEREO DE TABASCO, S.A. DE C.V.",XHVB,FM,97.3,14291,09/10/01,R,175921,925541,9,
VILLAHERMOSA,TAB.,(C)**,"RADIO XEVILL, S.A. DE C.V.",XHVILL,FM,103.3,25000,13/12/03,12/12/15,175921,925541,9,
VILLAHERMOSA,TAB.,(P)*,UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO,XHUJAT,FM,107.3,3000,19/01/11,18/01/23,175921,925541,9,
BENITO JUÁREZ,TAMPS.,(C)**,"RADIO TELEVISORA DE CIUDAD VICTORIA, S.A. DE C.V.",XHRPV,FM,104.1,14750,06/04/10,05/04/20,234645,990807,269,
BENITO JUÁREZ,TAMPS.,(C)**,"RADIO TELEVISORA DE CIUDAD VICTORIA, S.A. DE C.V.",XHBJ,FM,107.1,14750,04/07/04,03/07/16,234645,990807,269,
CD. ALEMÁN,TAMPS.,(C),ROLANDO RAMIRO GONZÁLEZ TREVIÑO,XHRAW,FM,93.9,2600,30/11/04,29/11/16,262401,990131,50,
CD. CAMARGO,TAMPS.,(C),"RADIO BMP DE CD. CAMARGO, S.A. DE C.V.",XHCAO,FM,89.1,50000,16/08/09,15/08/21,261511,985039,52,
CD. CAMARGO,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHCGO,FM,90.5,30000,19/12/05,18/12/17,261511,985039,52,
CD. MADERO,TAMPS.,(C),"IMAGEN MONTERREY, S.A. DE C.V.",XHMDR,FM,103.1,50000,02/10/05,01/10/17,221729,974923,18,
CD. MANTE,TAMPS.,(C)**,"RADIO SISTEMA DEL CENTRO, S.A. DE C.V.",XHECM,FM,91.1,25000,10/11/10,09/11/20,224433,985820,90,
CD. MANTE,TAMPS.,(C)**,"RADIO TAMAULIPAS, S.A. DE C.V.",XHEMY,FM,98.7,25000,04/07/04,03/07/16,224433,985820,90,
CD. MANTE,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHMAE,FM,94.9,3000,19/12/05,18/12/17,224433,985820,90,
CD. MANTE,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHMTE,FM,92.3,17000,04/06/07,R,224433,985820,90,
CD. MANTE,TAMPS.,(C),ENRIQUE CÁRDENAS GONZÁLEZ,XHRLM,FM,91.9,12140,10/05/08,09/05/20,224433,985820,90,
CD. MANTE,TAMPS.,(C)**,"SISTEMA RADIOFÓNICO DE TAMAULIPAS, S.A. DE C.V.",XHXO,FM,95.7,25000,15/12/07,14/12/19,224433,985820,90,
CD. VICTORIA,TAMPS.,(C)**,"RADIO SISTEMA DE VICTORIA, S.A. DE C.V.",XHGW,FM,99.3,5380,04/07/04,03/07/16,234410,990846,318,
CD. VICTORIA,TAMPS.,(C)**,"VICTORIA RADIO PUBLICIDAD, S.A. DE C.V.",XHHP,FM,97.5,5380,04/07/04,03/07/16,234410,990846,318,
CD. VICTORIA,TAMPS.,(C),"XETAM-AM,  S.A. DE C.V.",XHTAM,FM,96.1,10000,Es frecuencia adicional de la XETAM-AM,,234410,990846,318,
CD. VICTORIA,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHUNI,FM,102.5,10000,19/11/91,N.D.,234410,990846,318,
CD. VICTORIA,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHVIC,FM,107.9,14860,19/12/05,18/12/17,234410,990846,318,
CD. VICTORIA,TAMPS.,(C),"ORGANIZACIÓN RADIODIFUSORA TAMAULIPECA, S.A. DE C.V.",XHVIR,FM,101.7,100000,26/08/04,25/08/16,234410,990846,318,
EL LIMÓN,TAMPS.,(C)**,"RADIODIFUSORA DEL SUR, S.A. DE C.V.",XHYP,FM,93.9,25000,26/11/09,25/11/19,224929,990035,18,
MATAMOROS,TAMPS.,(C),SUCN. DE JORGE CÁRDENAS GONZÁLEZ,XEEW,FM,97.7,2860,23/11/78,N.D.,255247,973015,9,
MATAMOROS,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHMAO,FM,90.9,17000,04/06/07,R,255247,973015,9,
MATAMOROS,TAMPS.,(C),"RADIODIFUSORAS GAL DE MATAMOROS, S.A. DE C.V.",XHMLS,FM,91.3,49720,04/07/04,03/07/16,255247,973015,9,
MATAMOROS,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHMTO,FM,92.3,30000,07/08/98,R,255247,973015,9,
MATAMOROS,TAMPS.,(C),"XHNA-FM, S.A. DE C.V.",XHNA,FM,105.9,4950,28/11/03,27/11/15,255247,973015,9,
MATAMOROS (EL CONTROL),TAMPS.,(C),"LA VOZ DE LINARES, S.A.",XHVTH,FM,107.1,100000,17/10/05,16/10/17,255155,973014,16,
NUEVO LAREDO,TAMPS.,(C),"PUBLICIDAD RADIOFÓNICA DE NUEVO LAREDO, S.A. DE C.V. ",XHAS,FM,105.1,3000,Es frecuencia adicional de la XEAS-AM,,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),GUSTAVO ALONSO CORTEZ MONTIEL,XHBK,FM,95.7,2770,Es frecuencia adicional de la XEBK-AM,,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),"RADIO BMP DE NUEVO LAREDO, S.A. DE C.V.",XHGTS,FM,107.3,23000,06/10/04,05/10/16,272911,993029,130,
NUEVO LAREDO,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHLDO,FM,88.9,15000,19/12/05,18/12/17,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),"XHMW-FM, S.A. DE C.V.",XHMW,FM,102.3,13550,17/03/02,16/03/14,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),"XHNK, S.A.",XHNK,FM,99.3,14330,24/11/08,23/11/20,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHNLO,FM,97.1,12500,23/07/06,22/07/18,272911,993029,130,
NUEVO LAREDO,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHNLR,FM,104.9,15000,04/06/07,R,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),"X.H.N.O.E. FM, S.A. DE C.V.",XHNOE,FM,91.3,50021,04/07/04,03/07/16,272911,993029,130,
NUEVO LAREDO,TAMPS.,(C),"IMAGEN MONTERREY, S.A. DE C.V.",XHTLN,FM,94.1,3000,29/11/03,28/11/15,272911,993029,130,
REYNOSA,TAMPS.,(C),"LA VOZ DE LINARES, S.A.",XHAAA,FM,93.1,50000,23/11/09,22/11/19,260532,981640,33,
REYNOSA,TAMPS.,(C),"RADIO BMP DE CIUDAD CAMARGO, S.A. DE C.V. ",XHRR,FM,102.5,100000,11/07/10,10/07/20,260532,981640,33,
REYNOSA,TAMPS.,(C),"XHRT-FM, S.A. DE C.V.",XHRT,FM,95.3,6000,28/11/03,27/11/15,260532,981640,33,
REYNOSA,TAMPS.,(P),"PATRONATO PRO-RADIO CULTURAL DE REYNOSA, A.C.",XHRYA,FM,90.9,1970,22/11/88,N.D.,260532,981640,33,
REYNOSA,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHRYN,FM,90.5,17000,04/06/07,R,260532,981640,33,
REYNOSA,TAMPS.,(C),"RADIO INFORMATIVA, S.A. DE C.V.",XHRYS,FM,90.1,82500,10/08/03,09/08/15,260532,981640,33,
RIO BRAVO,TAMPS.,(C),"RADIO BMP DE REYNOSA, S.A. DE C.V.",XHAVO,FM,101.5,100000,22/02/07,21/02/19,260044,980431,27,
SAN FERNANDO,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHSAF,FM,100.9,30000,07/08/98,R,260044,980431,27,
SAN FERNANDO,TAMPS.,(C),"RADIO TAURO, S.A. DE C.V.",XHSFT,FM,103.7,6000,Cambio de frecuencia de la estación XESFT-AM,,260044,980431,27,
SOTO LA MARINA,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHSOT,FM,91.3,15000,19/12/05,18/12/17,234603,981228,20,
TAMPICO,TAMPS.,(C)**,"MÚSICA RADIOFÓNICA, S.A.",XHEOLA,FM,107.9,25000,04/07/04,03/07/16,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"RADIODIFUSIÓN HUASTECA, S.A. ",XHERP,FM,104.7,25000,04/07/04,03/07/16,221519,975207,30,
TAMPICO,TAMPS.,(C),"FLORES, S.A. DE C.V.",XHFW,FM,106.3,25000,Cambio de frecuencia de la estación XEFW-AM,,221519,975207,30,
TAMPICO,TAMPS.,(C),"STEREOREY MÉXICO, S.A.",XHOX,FM,95.3,30410,29/06/07,28/06/19,221519,975207,30,
TAMPICO,TAMPS.,(C),"GRUPO RADIAL DE TAMPICO, S.A. DE C.V.",XHHF,FM,96.9,28780,15/02/10,14/02/20,221519,975207,30,
TAMPICO,TAMPS.,(C),"STEREOREY MÉXICO, S.A.",XHJT,FM,100.1,30400,23/11/09,22/11/19,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"FÓRMULA RADIOFÓNICA, S.A. DE C.V.",XHMTS,FM,103.9,25000,18/04/13,17/04/25,221519,975207,30,
TAMPICO,TAMPS.,(C),"ESTÉREO VIDA DE TAMPICO, S.A. DE C.V.",XHMU,FM,90.1,23880,18/04/13,17/04/25,221519,975207,30,
TAMPICO,TAMPS.,(C),"FORMULA FLORES, S.A. DE C.V.",XHON,FM,96.1,1797,12/07/10,11/07/20,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"RADIO TRANSMISORA TAMAULIPECA, S.A.",XHRRT,FM,92.5,25000,04/07/04,03/07/16,221519,975207,30,
TAMPICO,TAMPS.,(C),"XHRW FM-TAMPICO, S.A. DE C.V.",XHRW,FM,97.7,29190,01/08/04,31/07/16,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"RADIO TELEVISORA DE TAMPICO, S.A.",XHS,FM,100.9,12500,02/09/07,01/09/19,221519,975207,30,
TAMPICO,TAMPS.,(P),UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS,XHTIO,FM,105.5,20,04/06/07,R,221519,975207,30,
TAMPICO,TAMPS.,(P),GOBIERNO DEL ESTADO TAMAULIPAS,XHTPI,FM,90.9,3000,19/12/05,18/12/17,221519,975207,30,
TAMPICO,TAMPS.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHTPO,FM,94.5,50000,15/10/05,14/10/17,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"FLORES, S.A. DE C.V.",XHTW,FM,107.1,12500,04/07/04,03/07/16,221519,975207,30,
TAMPICO,TAMPS.,(C)**,"RADIO TIEMPO, S.A. DE C.V.",XHETO,FM,98.5,25000,04/01/08,03/01/18,221519,975207,30,
VALLE HERMOSO,TAMPS.,(C),"COMERCIAL LIBERTAS, S.A. DE C.V.",XHRV,FM,89.5,100000,23/11/04,22/11/16,254025,974852,19,
VILLAGRÁN,TAMPS.,(P),GOBIERNO DEL ESTADO DE TAMAULIPAS,XHVLN,FM,90.9,3000,19/12/05,18/12/17,242825,992925,380,
VILLAGRÁN,TAMPS.,(C),"RADIO INFORMATIVA, S.A. DE C.V.",XHLRS,FM,95.3,100000,28/10/04,27/10/16,242825,992925,380,
APIZACO,TLAX.,(C),"FRECUENCIA MODULADA DE APIZACO, S.A. DE C.V.",XHXZ,FM,100.3,20711,04/04/10,03/04/20,192456,980824,2424,
CALPULALPAN,TLAX.,(P),GOBIERNO DEL ESTADO DE TLAXCALA,XHCAL,FM,94.3,15000,25/10/05,R,193516,983409,2589,
IGNACIO ZARAGOZA,TLAX.,(C),"RADIO HUAMANTLA, S.A. DE C.V.",XHHT,FM,106.9,1100,Cambio de frecuencia de la estación XEHT-AM,,191729,975512,2517,
TLAXCALA,TLAX.,(C),"RADIO ALTIPLANO F.M., S.A. DE C.V.",XHTLAX,FM,96.5,20000,21/10/04,20/10/16,191900,981419,2230,
TLAXCALA,TLAX.,(P),UNIVERSIDAD AUTÓNOMA DE TLAXCALA,XHUTX,FM,99.5,3000,02/08/12,01/08/24,191900,981419,2230,
ACAYUCAN,VER.,(C)**,"RADIO LA VERAZ, S.A. DE C.V.",XHEVZ,FM,93.9,25000,04/07/04,03/07/16,175703,945447,92,
ÁLAMO,VER.,(C)**,"RADIO COMUNICACIÓN DE ÁLAMO, S.A. DE C.V.",XHID,FM,89.7,25000,25/05/08,24/05/20,205433,974032,17,
ÁLAMO-TEMAPACHE,VER.,(C),ALEJANDRO SOLÍS BARRERA,XHCRA,FM,93.1,40000,12/11/08,11/11/20,210401,973829,18,
ÁLAMO-TEMAPACHE,VER.,(P),"EL APRENDIZAJE ES PARA TODOS, A.C.",XHALAM,FM,90.7,2900,01/08/12,31/07/24,210401,973829,18,
ALVARADO,VER.,(C)**,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHAVR,FM,89.1,25000,28/06/10,27/06/20,184634,954559,31,
BANDERILLA,VER.,(C)**,"RADIO LUJO, S.A. DE C.V.",XHBD,FM,104.9,1500,17/12/06,16/12/18,193526,965620,1506,
BANDERILLA,VER.,(C),JOSÉ LUIS OLIVA MEZA ,XHTP,FM,95.5,25000,Es frecuencia adicional de la XETP-AM,,193526,965620,1506,
BOCA DEL RIO,VER.,(C)**,"RADIO HEROICA, S.A.",XHHV,FM,94.1,25000,04/07/04,03/07/16,190620,960628,16,
BOCA DEL RIO,VER.,(C)**,"RADIO JAROCHA, S.A.",XHLL,FM,90.1,25000,04/07/04,03/07/16,190620,960628,16,
BOCA DEL RIO,VER.,(C)**,"ECO DE SOTAVENTO, S.A.",XHU,FM,98.1,25000,04/07/04,03/07/16,190620,960628,16,
CERRO AZUL (C. CRUSTEPEC),VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHZUL,FM,106.5,5000,04/05/10,03/05/15,211116,974423,138,
COATZACOALCOS,VER.,(C)**,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHEOM,FM,98.5,25000,19/05/10,18/05/20,180809,942748,10,
COATZACOALCOS,VER.,(C),"RADIO MIL DE VERACRUZ, S.A. DE C.V.",XHCSV,FM,93.1,10000,Es frecuencia adicional de la XECSV-AM,,180809,942748,10,
COATZACOALCOS,VER.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHNE,FM,100.1,52470,06/10/09,05/10/19,180809,942748,10,
COATZACOALCOS,VER.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHOM,FM,107.5,52195,20/11/09,19/11/19,180809,942748,10,
COATZACOALCOS,VER.,(C),"FRECUENCIA MODULADA DE COATZACOALCOS, S.A. DE C.V.",XHTD,FM,101.7,61520,28/09/09,27/09/19,180809,942748,10,
COATZACOALCOS,VER.,(C),"EMISORAS MEXICANAS DE VERACRUZ, S.A. DE C.V.",XHZS,FM,92.3,10000,Es frecuencia adicional de la XEZS-AM,,180809,942748,10,
CÓRDOBA,VER.,(C)**,"XEAG, S.A.",XHAG,FM,102.1,25000,03/07/04,02/07/16,185325,965624,860,
CÓRDOBA,VER.,(C)**,"RADIODIFUSORAS ELES, S.A.",XHDZ,FM,88.1,10000,18/09/10,17/09/20,185325,965624,860,
CÓRDOBA,VER.,(C),"XHPG-FM, S.A. DE C.V.",XHPG,FM,92.1,49950,27/08/10,26/08/20,185325,965624,860,
CÓRDOBA,VER.,(C),"ESTÉREO SISTEMA, S.A.",XHPT,FM,91.3,18000,23/01/13,22/01/25,185325,965624,860,
CÓRDOBA,VER.,(C)**,"RADIO INTEGRAL, S.A. DE C.V.",XHSIC,FM,96.1,25000,21/11/03,20/11/15,185325,965624,860,
COSAMALOAPAN,VER.,(C),"VOZ AMIGA DE LA CUENCA DEL PAPALOAPAN, S.A. DE C.V.",XHFU,FM,103.3,2760,Es frecuencia adicional de la XEFU-AM,,182236,954727,9,
COSAMALOAPAN,VER.,(C)**,"VOZ AMIGA DE LA CUENCA DEL PAPALOAPAN, S.A. DE C.V.",XHQO,FM,90.7,25000,11/11/02,10/11/14,182236,954727,9,
COSOLEACAQUE,VER.,(C)**,LAURA ESCAMILLA DECUIR,XHAFQ,FM,88.5,25000,04/07/04,03/07/16,175958,943811,48,
COSOLEACAQUE,VER.,(C)**,"RADIODIFUSORA XEMI, S.A. DE C.V.",XHEMI,FM,105.7,25000,03/07/04,02/07/16,175958,943811,48,
EL PANDO,VER.,(C)**,"RADIO COSTERA, S.A.",XHQRV,FM,92.5,25000,17/02/02,16/02/14,191028,960829,16,
EL PROGRESO,VER.,(C)**,RAÚL CESAR  Y LUIS MANUEL MOLINA OVANDO,XHBE,FM,88.9,1000,10/09/10,09/09/20,193203,965459,17,
FORTÍN,VER.,(C),"FRECUENCIA MODULADA DE FORTÍN, S.A. DE C.V.",XHFTI,FM,89.5,60000,31/01/09,30/01/21,185429,970000,1038,
FORTÍN,VER.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHPP,FM,100.3,10000,Es frecuencia adicional de la XEPP-AM,,185429,970000,1038,
FORTÍN,VER.,(C)**,"XEVC, S.A.",XHEVC,FM,104.5,25000,04/07/04,03/07/16,185429,970000,1038,
FORTÍN,VER.,(C)**,"RADIO FORTÍN, S.A.",XHKG,FM,107.5,25000,04/07/04,03/07/16,185429,970000,1038,
FORTÍN,VER.,(C)**,"RADIO VARIEDADES, S.A. DE C.V.",XHYV,FM,94.5,15000,15/08/04,14/08/16,185429,970000,1038,
GUTIERREZ ZAMORA,VER.,(C)**,"RADIO XEGF, S.A.",XHGF,FM,97.3,25000,04/07/04,03/07/16,202713,970523,39,
HUAYACOCOTLA,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHTAN,FM,101.3,4940,04/05/12,03/05/24,203207,982853,2178,
HUAYACOCOTLA,VER.,(P),"FOMENTO CULTURAL Y EDUCATIVO, A.C.",XHFCE,FM,105.5,10000,14/02/05,R,203207,982853,2178,
IXHUATLAN DE MADERO,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHIXH,FM,107.3,400,04/05/10,03/05/15,204116,980049,276,
IXHUATLANCILLO,VER.,(C)**,"XEOV, S.A.",XHOV,FM,97.3,3000,03/07/04,02/07/16,185352,970857,1431,
IXHUATLANCILLO,VER.,(C)**,"RADIO ORIZABA, S.A.",XHTQ,FM,101.3,3000,04/07/04,03/07/16,185352,970857,1431,
MARTÍNEZ DE LA TORRE,VER.,(C)**,DIEGO ARRAZOLA BECERRA,XHHTY,FM,107.1,10000,04/07/04,03/07/16,200407,970310,77,
MARTÍNEZ DE LA TORRE,VER.,(C)**,"RADIO TROPICAL, S.A. DE C.V.",XHHU,FM,89.9,25000,04/07/04,03/07/16,200407,970310,77,
MARTÍNEZ DE LA TORRE,VER.,(C)," PEDRO, MARÍA  ELISA, MARÍA TERESA, JOSÉ MANUEL Y LUIS MIGUEL MANTEROLA SAINZ",XEHU,FM,104.5,14500,30/06/02,29/06/14,200407,970310,77,
MECAYAPAN,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHOTE,FM,95.7,50000,04/05/12,03/05/24,181310,945012,419,
MEDELLÍN,VER.,(C)**,"XELE DEL GOLFO, S.A. DE C.V.",XHLE,FM,105.9,12500,04/07/04,03/07/16,190342,960944,10,
MEDELLÍN,VER.,(C)**,"XEMCA DEL GOLFO, S.A. DE C.V.",XHMCA,FM,104.3,12500,29/11/04,28/11/16,190342,960944,10,
MINATITLÁN,VER.,(C)**,"RADIO MINA, S.A.",XHKM,FM,95.3,25000,04/07/04,03/07/16,180102,943338,10,
MINATITLÁN,VER.,(C),"OSCAR BRAVO, S.A. DE C.V.",XHMTV,FM,100.9,10000,Es frecuencia adicional de la XEMTV-AM,,180102,943338,10,
MISANTLA,VER.,(C)**,"RADIO XEPT, S.A.",XHEPT,FM,99.1,25000,04/07/04,03/07/16,195535,965118,309,
NANCHITAL,VER.,(C)**,ALBERTO ELORZA GARCÍA,XHAFA,FM,99.3,25000,30/10/13,29/10/25,180353,942434,10,
NANCHITAL,VER.,(C)**,"RADIODIFUSORA XEGB, S.A. DE C.V.",XHGB,FM,103.5,25000,09/12/12,08/12/24,180353,942434,10,
ORIZABA,VER.,(C),ANA CRISTINA PELÁEZ DOMÍNGUEZ,XHORA,FM,99.3,15012,07/07/08,06/07/20,185131,970548,1235,
ORIZABA,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHOBA,FM,105.5,4970,04/05/12,03/05/24,185131,970548,1235,
PANUCO,VER.,(C),"XHPP-FM, S.A. DE C.V.",XHPP,FM,93.5,20390,31/05/05,30/05/17,220307,981114,19,
PAPANTLA DE OLARTE,VER.,(C)**,"RADIO TAJÍN, S.A.",XHPV,FM,103.5,10000,11/05/07,10/05/19,202656,971928,186,
PAPANTLA DE OLARTE,VER.,(C)**,"RADIO CLUB, S.A.",XHRRR,FM,89.3,10000,04/07/04,03/07/16,202656,971928,186,
PAPANTLA DE OLARTE,VER.,(P),"EL APRENDIZAJE ES PARA TODOS, A.C.",XHPAPA,FM,90.3,2880,01/08/12,31/07/24,202656,971928,186,
PIEDRAS NEGRAS,VER.,(C)**,"RADIO EMISORA COMERCIAL XEGN, S.A.",XHGN,FM,95.3,6000,05/03/03,04/03/15,191200,960802,18,
POZA RICA,VER.,(C)**,"XECOV-AM, S.A. DE C.V.",XHCOV,FM,105.9,10000,05/04/09,04/04/21,203203,972637,57,
POZA RICA,VER.,(C)**,"RADIO TROPICANA, S.A.",XHEJD,FM,100.9,25000,04/07/04,03/07/16,203203,972637,57,
POZA RICA,VER.,(C),"COMPAÑÍA RADIOFÓNICA DE POZA RICA, S.A.",XEPR,FM,102.7,10000,Es frecuencia adicional de la XEPR-AM,,203203,972637,57,
POZA RICA,VER.,(C)**,"RADIO XEPW, S.A.",XHPW,FM,94.7,25000,04/07/04,03/07/16,203203,972637,57,
POZA RICA,VER.,(C),"ESTUDIO 101.9, S.A. DE C.V.",XHRIC,FM,101.9,46300,02/07/08,01/07/20,203203,972637,57,
POZA RICA,VER.,(C)**,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHXK,FM,100.1,25000,20/01/02,19/01/14,203203,972637,57,
PUEBLO VIEJO,VER.,(C)**,"COMERCIALIZADORA DE EVENTOS RADIOFÓNICOS, S.A. DE C.V.",XHAR,FM,101.7,12500,12/07/10,11/07/20,221103,974957,14,
PUEBLO VIEJO,VER.,(C)**,"IMPULSORA MODERNA DEL RADIO, S.A.",XHETU,FM,99.3,12500,04/07/04,03/07/16,221103,974957,14,
PUEBLO VIEJO,VER.,(C)**,"XEPAV-AM, S.A. DE C.V.",XHPAV,FM,91.7,12500,04/10/04,03/10/16,221103,974957,14,
PUEBLO VIEJO,VER.,(C)**,"RADIO PODEROSA DE TAMAULIPAS, S.A. DE C.V.",XHTOT,FM,89.3,12500,07/11/01,R,221103,974957,14,
SAN ANDRÉS TUXTLA,VER.,(C)**,"RADIO ONDAS DE LOS TUXTLAS, S.A. DE C.V.",XHDQ,FM,103.9,25000,04/07/04,03/07/16,182629,951251,279,
SAN ANDRÉS TUXTLA,VER.,(C),"LA PRIMERÍSIMA, S.A. DE C.V.",XHSAV,FM,92.7,49980,13/06/06,12/06/18,182629,951251,279,
SAN RAFAEL,VER.,(C)**,"RADIO X.E.V.O., S.A. DE C.V.",XHVO,FM,94.3,6000,23/06/05,22/06/17,201117,965215,10,
SANTIAGO TUXTLA,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHSTX,FM,89.7,167,04/05/10,03/05/15,182803,951805,212,
TEMPOAL,VER.,(C)**,"RADIODIFUSIÓN, S.A.",XHTI,FM,90.5,25000,04/07/04,03/07/16,213121,982317,46,
TIERRA BLANCA,VER.,(C)**,GILBERTO ROLDAN HAZZ,XHJF,FM,105.1,6000,04/07/04,03/07/16,182656,962126,60,
TIERRA BLANCA,VER.,(C)**,"XETBV-AM, S.A. DE C.V.",XHTBV,FM,100.9,6000,06/07/09,05/07/21,182656,962126,60,
TLACOTALPAN,VER.,(P),"LA COMUNIDAD UNIDA POR SU CULTURA, A.C.",XHTLAC,FM,93.7,2900,01/08/12,31/07/24,183647,953923,10,
TUXPAN,VER.,(C)**,"XEBY, S.A. DE C.V.",XHBY,FM,96.7,25000,03/07/04,02/07/16,205731,972251,10,
TUXPAN,VER.,(C),CALIXTO ALMAZÁN Y FERRER,XHTL,FM,91.5,10000,Es frecuencia adicional de la XETL-AM,,205731,972251,10,
TUXPAN,VER.,(C),"XHTU-FM, S.A. DE C.V.",XHTU,FM,92.3,20680,25/08/08,24/08/20,205731,972251,10,
TUXPAN,VER.,(C),"RADIO TUXPAN, S.A. DE C.V.",XHTVR,FM,106.9,10000,Es frecuencia adicional de la XETVR-AM,,205731,972251,10,
TUXPAN,VER.,(C),"FRECUENCIA MODULADA DE TUXPAM, S.A.  DE C.V.",XHTXA,FM,93.9,14490,03/06/09,02/06/21,205731,972251,10,
VERACRUZ,VER.,(C),"RADIO MIL DEL PUERTO, S.A. DE C.V.",XHCS,FM,103.7,30000,30/09/10,29/09/20,191125,960912,10,
